29,146
105,7484
1219,825
53,64
136,2183
6559,16
1150,18585
4275,59
429,27
6068,969
328,35
14376,27
2844,3942
5583,291
4,432
235,350
28,4261
1642,42
6005,1231
264,20136
5044,1671
2837,93
12542,753
51,2044
404,26
18973,395
6430,1
230,28380
478,1572
3760,60
3529,98
1080,48
2120,4
10234,1456
164,2151
103,35
857,577
1019,32
1195,10840
1510,61
527,29162
1545,6
3994,8790
217,2657
2227,21
349,6503
6728,4516
55,297
5797,222
90,236
141,2668
16529,1760
14353,587
9874,3561
26847,99
980,332
18000,314
3299,3793
9396,478
524,195
2,18468
671,58
904,380
783,818
24696,127
114,81
1198,1290
96,40
8276,2556
28184,3253
2120,8149
69,114
3983,45
2540,452
683,2
533,753
50,9
1450,57
64,26
1225,2428
323,1954
264,62
783,104
625,381
28098,187
26847,1428
2870,10
3966,14
44,21819
1325,831
910,500
3761,364
8091,1649
2011,1349
215,15
230,6218
230,2311
249,704
2,10436
1598,21322
467,7282
16641,2802
3983,267
13504,2615
8,3327
2,349
2,1037
201,517
2522,37
16728,6383
432,1422
180,1534
10557,12
1,14
4265,10500
357,14535
3983,22
6169,48
867,572
14455,125
28,65
261,7765
5695,2531
2,1216
664,17
2041,245
11910,113
9655,200
2466,4131
1173,3
3983,6075
6150,6104
217,6891
308,277
3983,544
1331,2544
3020,161
2316,1537
2512,4812
81,486
2370,29
234,328
81,17
25697,1455
2658,28350
1695,4006
1987,571
22,265
48,791
41,2262
669,335
1758,1008
90,748
88,502
8253,668
134,1635
264,2
1233,668
261,8980
192,6425
375,3056
19288,124
17,332
277,4658
50,1378
13,5907
1205,16889
140,176
3500,5995
1561,527
16426,746
462,13
819,0
15,38
92,22563
20,552
752,61
161,57
60,27
279,1065
2186,130
3983,4131
606,694
160,79
15419,1856
8995,1973
318,9833
24801,24778
1697,399
2232,130
4363,1448
2159,1635
92,3064
4057,2514
1381,498
18121,127
7019,1493
3983,2245
2123,160
2719,17
657,22835
394,2000
1142,16802
149,1004
16,84
12932,14
16728,117
216,181
320,1422
3511,4131
3791,358
17321,2315
350,554
17800,17962
40,117
79,2116
4,64
5447,310
25180,547
31,268
5313,148
234,4131
850,6
10464,1424
43,22242
6030,455
8637,18085
4044,9896
18778,2160
230,6036
340,630
540,18501
730,13
734,2520
25967,47
8,1
2291,1954
122,90
1217,15602
2397,1665
415,79
1797,236
264,35
4323,271
873,187
2499,25846
808,899
25,534
1886,18119
754,328
11149,18585
1237,1579
2073,1679
18,26
4,2015
354,15594
23,454
4631,16690
219,19498
2512,3632
11340,2531
1416,7924
8229,13943
14,66
660,1739
17159,1836
731,24614
50,397
5540,1085
1357,7993
2357,10389
3079,73
43,821
19350,4508
6559,284
21021,6709
11340,1195
8276,19
3372,2153
3939,3430
484,51
222,60
102,1800
369,553
251,24
12259,119
21,834
4140,6
2,4131
8637,1018
1229,647
19,136
2383,54
5527,4
4988,10
8276,205
15456,20136
8182,242
15995,6
499,283
4708,159
2009,930
277,2178
81,17
2405,505
108,1
109,115
217,242
56,1715
20,7674
16471,668
1407,3248
2805,6300
8946,205
182,823
6559,1347
3764,8
1907,747
2443,247
3659,0
305,2287
92,817
1150,64
513,296
8836,16124
16109,634
2,12119
15,4162
937,4
2047,398
660,4457
742,6071
1231,1599
11099,2809
584,1883
119,5249
593,1739
31,0
93,2760
2229,31
2193,2418
6275,41
1450,10158
243,3039
864,1686
6,6709
1188,367
2267,8
2065,398
53,380
606,1460
16529,185
864,3763
6275,60
12179,1857
7218,782
4,263
392,12823
290,562
871,3296
4846,109
4949,37
25,4131
2467,480
53,433
560,298
2267,5168
1023,13556
6711,7878
3613,195
15038,3
264,1216
160,44
24,56
6,81
2467,312
423,22
4142,4833
30,1925
24,20932
1025,456
2812,2545
8637,1379
1783,128
15367,211
3629,2181
4066,137
132,23688
25180,200
1471,113
4631,149
2844,20670
280,113
3685,65
19340,3315
12,17265
37,524
157,0
18000,0
10601,109
24820,65
720,747
3668,4747
4363,3322
1978,764
2,1125
9091,1686
28184,7612
871,222
933,1070
3353,4207
4835,2180
25,4261
2073,5596
26,3944
6559,394
1617,234
504,230
498,2183
3760,243
3994,7993
1129,14114
13106,29136
3500,14
706,630
826,11500
34,18322
255,2803
6,183
9312,7211
2369,4336
150,156
5351,329
4631,221
1033,3410
12,129
161,8
7816,562
1281,17
244,15
745,29
633,10
3081,48
21021,4262
4644,1636
15456,18
538,6
2719,75
545,3084
3595,6300
310,2138
981,68
52,2095
7,483
2792,3514
8,3
9503,1707
1545,727
1833,299
1093,21
7,1445
4956,2084
182,512
3952,2272
4,24192
4870,221
5021,24
4276,462
3394,1185
730,6
1578,2
327,2774
327,10770
750,4133
5,3
2440,16
2597,7
4114,5718
1437,2419
264,265
264,463
593,7
3,30573
928,82
17234,47
404,1424
1697,65
325,207
2012,1803
1636,268
33,56
1619,6262
1742,1199
8351,1288
477,4131
7,40
3489,30
5744,3575
17898,388
1081,3980
6213,317
920,17
8276,4747
1096,7260
873,1479
336,256
477,653
1435,1177
13,1001
760,125
1281,123
3659,571
18,2264
1150,6793
146,1218
2,1041
8276,28264
437,89
806,205
2095,16246
60,3520
6581,1564
506,466
2934,945
18422,1378
34,83
90,323
8,941
2041,547
149,4
2070,16455
351,13317
4536,16768
591,870
8506,370
1964,16889
78,1346
131,444
186,49
13815,76
6559,284
2232,88
9462,216
310,8790
394,1578
161,201
18855,466
12368,4423
620,185
27,63
1695,750
26,1682
10553,471
2148,869
8229,173
17800,1775
3760,3807
11515,2375
13,11924
9693,1659
530,1567
107,35
90,5133
54,13
255,344
8637,6544
1779,68
933,380
122,1346
1701,1216
13214,1501
244,253
1557,122
17800,402
451,7324
11972,11426
2,6318
27146,6237
494,57
2047,312
10,35
67,62
878,2307
15038,4262
85,2409
8999,151
20504,70
25,63
1287,630
427,548
2174,1
20,77
149,3300
5,20
1033,2648
658,5317
2288,7917
697,197
3453,12877
8136,1328
99,19
1492,1633
1510,257
11973,71
2277,265
21758,19038
1238,33
1567,175
871,6793
1231,653
3190,4983
25,18
5,7212
10752,1019
3794,65
1023,487
50,2183
378,738
370,87
115,0
1176,743
726,8289
2020,17364
98,64
16529,726
2976,6542
15169,17452
125,2478
205,160
4,117
6721,751
673,378
3983,2315
1494,380
1033,1487
18422,593
5782,1702
1282,9848
121,743
2203,39
26,7679
471,660
16147,9080
6352,83
27496,2183
808,189
235,3096
3853,5118
1033,1170
3159,10566
7816,55
81,18163
2209,3243
4664,1001
167,2440
202,2180
530,3854
1695,7937
2103,9075
1053,6731
2,239
2,14313
14793,4131
21741,72
856,58
380,53
393,3626
1231,254
6559,64
355,679
628,199
92,6709
151,21916
6392,23178
243,5995
1453,2580
23,1487
3792,34
925,2898
4074,1304
17,5140
429,45
1033,2006
25,1421
189,961
2036,1698
100,870
250,3
4278,34
13741,167
178,6777
809,4262
13,6
14353,180
1695,292
2086,61
8276,2924
2,11
42,11571
30282,248
186,113
1752,4
8276,155
2120,9617
8514,1456
11438,830
14,70
192,1121
264,35
666,2512
4357,208
473,119
948,3303
2165,21705
92,865
3572,274
2152,937
15364,34
154,4131
4,729
578,234
235,23051
2,1379
2905,3904
1336,2378
1518,91
399,750
51,17017
7423,275
6627,34
334,17
404,2
101,29136
2515,14571
122,462
255,9685
3135,3363
1583,498
7683,161
3794,592
8637,6468
56,3909
31,371
9,16
376,2496
4685,54
464,412
6946,19
1154,2248
539,1424
434,413
1601,6
23012,17
28184,34
8682,55
26847,8178
32,974
2135,660
3983,131
8320,4027
19462,233
8026,15086
3844,269
2199,7582
8925,256
349,154
978,1
251,13
2467,4625
24,10
3983,222
4,359
11316,450
1715,103
16,8
499,188
18721,1702
1281,201
27496,264
2940,1125
2678,53
716,39
29,24258
98,54
899,3481
20935,18884
8288,23688
1150,8790
4974,1699
408,187
3983,516
242,1758
1545,23
4859,610
68,24517
6559,6709
1224,3243
189,34
509,185
2473,24
3474,380
4275,2683
3869,6
241,10158
1188,6218
878,42
2314,1015
3181,4779
230,8
230,2
677,7937
480,5546
152,31
809,595
3494,1076
3761,1269
29531,91
4173,183
9,412
8276,151
7183,16690
25,358
1142,2290
3860,8650
1075,266
7142,13090
7683,1028
5260,270
3994,8
74,3905
308,1742
327,6300
32,116
8994,656
340,141
89,336
9,2539
484,21079
2667,447
933,265
6559,19590
100,2513
1150,197
8276,1569
904,8
308,450
653,1114
3558,2189
11264,6
432,13467
6559,554
521,3494
3296,29697
402,1838
1054,1771
1331,438
3231,3253
16471,2263
2229,18
6169,53
93,4901
5321,760
2259,200
1283,7716
356,1094
178,1577
7727,419
3387,16889
1545,44
3,1898
92,160
392,3
1273,1
103,44
2292,16690
20935,3385
1151,301
928,630
2667,15093
3315,8429
1,95
18962,76
2921,10472
146,747
2678,41
478,79
4071,194
5361,398
7715,30
8320,82
3656,262
9123,678
1479,542
1062,113
197,48
146,1065
6030,158
7,100
3037,476
13877,380
1695,944
1374,14301
4938,53
1453,1272
2095,653
571,49
55,330
12,206
8925,9080
34,391
2969,3042
6559,7754
193,3912
29100,43
381,123
2209,5620
5447,1556
2174,2162
7523,1651
354,600
1518,190
1784,3
2231,15578
7745,27
8229,1
217,15086
11316,6580
499,25976
488,4779
2288,284
53,28350
1366,3383
605,737
5227,1
143,3648
486,1
174,200
420,1232
552,6218
4437,1
4323,7
34,22
1,271
284,825
1784,719
41,134
5386,60
2747,1213
18000,660
3932,37
30,2
2369,175
164,61
1588,1204
8509,4131
17,15777
282,8429
4807,7
26307,746
354,2514
1158,16690
14273,3650
24,33
11316,1
3983,7
2812,8
964,2
16094,426
6392,11
5954,13
3934,6
146,99
17,1202
8276,5921
50,2
1176,113
389,1197
7423,47
1729,1686
32,344
388,2275
9201,2448
692,51
15617,36
2531,2525
46,1389
8276,151
2,2409
6,15
143,433
2152,51
3121,5159
2467,166
11767,11883
2232,408
996,884
16856,131
8888,1628
2106,124
2520,10708
115,942
1142,6
631,142
134,10670
95,28
6960,324
18000,170
15282,1192
1020,160
25109,201
151,1666
3832,1686
10937,2
2402,34
7673,18060
10309,25976
530,73
26376,134
5359,28
6231,2525
5581,1478
102,466
1114,15777
264,185
21075,1412
2119,93
1212,398
186,129
44,1686
3832,41
14979,6
6331,684
1800,650
9950,138
484,984
1755,1421
931,356
264,380
4835,27706
83,9957
264,3648
92,349
264,868
305,29
311,136
7727,6180
17,2003
1225,270
3656,4667
2281,43
66,1313
5239,29
596,39
1324,1437
2254,5
932,1070
388,166
88,19125
3557,64
9563,4747
549,1290
504,243
277,205
13398,2302
4958,330
3218,7
1078,1157
4,630
1523,43
93,5929
2934,4933
230,10
2131,368
9,20
1157,55
59,69
27496,2178
93,658
2169,119
27496,1710
633,130
1812,116
7565,7002
706,65
17873,8
649,394
1220,236
1573,10
101,0
489,4423
109,948
182,1679
166,974
182,195
69,3156
685,187
70,324
4457,4424
437,1493
97,130
140,1836
1997,18163
1492,139
1642,7239
2225,3300
12,539
33,317
5471,1702
42,4
1697,1505
5782,811
958,117
530,32
411,2048
1205,14712
1550,16455
864,15777
217,330
606,51
7715,28
15130,512
19340,166
2021,2533
2,271
574,83
13912,6
8637,1162
4275,101
7,4916
3794,3
244,98
409,14
103,17825
223,17
93,1393
3500,2567
98,5510
605,229
182,15505
251,127
16,1421
17898,2229
158,168
152,650
792,305
4808,328
3556,49
103,53
1272,28
322,3854
2713,236
70,1692
264,1422
536,532
5757,17723
378,1065
8564,35
537,2331
2354,17483
1492,125
40,4167
2,1930
16056,6218
3440,1324
388,2511
289,20
2021,15
10,67
649,5
9497,12227
302,523
2473,134
8611,1339
10317,9
3299,169
646,366
556,18009
6275,4833
1307,34
732,359
5639,4
15038,3761
494,38
1110,498
557,18
1964,21916
19619,471
80,3024
8564,70
31,2019
446,27662
2,4131
140,5
169,2434
70,2427
2783,518
1940,344
33,4234
4360,1907
4949,1899
310,808
13764,2
4807,642
5,1479
20,590
508,3176
675,1489
69,42
13,9278
241,2205
1168,2992
140,426
415,309
1901,4828
17404,4747
606,284
389,108
223,378
13256,267
1283,271
31,200
979,207
826,225
92,7094
6581,717
11340,139
1518,10
34,23051
304,22431
484,18
8738,1573
14,3087
11767,4457
10,433
106,4916
38,32
2325,220
27865,10
46,130
518,19403
980,24
383,216
3315,8289
6816,6319
671,1530
585,221
6581,3336
2438,120
308,313
235,4019
289,268
311,6155
5760,10
3834,6709
16483,51
19288,958
8637,1928
920,138
5352,291
915,120
264,354
160,10
10,4812
92,14
231,3253
933,6709
2646,61
5,148
10234,169
26366,1172
5981,14944
18,30
328,535
4020,727
7565,261
1404,15548
69,122
1372,2840
8611,23
3284,37
3118,2911
219,57
19462,59
4631,380
7198,220
1241,7
277,21
3921,130
41,3833
6544,1290
20,3130
16728,293
399,2396
1221,200
264,413
8276,3064
1283,197
2,4
1525,783
74,1609
10,712
242,2431
477,7885
5577,332
106,380
230,1053
2402,10050
218,1572
66,438
2163,2262
182,77
1315,365
1067,52
34,1065
498,223
44,8429
1025,14
760,0
10,10120
202,2257
12,32
18,6267
11,3648
296,26542
25180,8833
1620,51
18296,3180
31,6076
1178,15933
5458,3696
2943,1893
56,83
1633,36
20,265
3098,18282
92,13
3299,1411
1687,8360
697,1744
1337,293
2120,5631
20357,12823
516,4726
3112,1015
39,979
665,4363
536,15197
105,343
2120,18585
2886,46
390,4142
4044,3287
5260,218
4680,679
920,174
238,1274
189,257
477,1424
687,6885
4173,378
102,38
92,629
28,57
6168,130
8506,197
180,1915
28873,707
301,83
34,16
285,1940
732,9
919,54
530,17
92,38
2537,174
1428,6
12,37
9,3165
460,137
11,380
3572,2434
7,5
10274,102
18000,1466
121,886
124,1914
4275,4
962,1899
1173,938
9767,8508
15160,5
1111,196
1131,638
3,25047
67,25313
21030,1202
1208,1125
15,1686
3983,861
132,224
2849,44
1518,4006
164,14571
41,519
1508,2187
4044,690
4980,1556
27865,32
1494,1361
6729,1215
25,70
27,162
837,27662
28854,84
9780,0
1281,6709
1148,19038
17,562
2292,527
394,4262
1621,6859
193,632
3613,54
3928,334
988,17
9693,1705
85,896
10289,532
2446,11415
3983,330
499,4131
786,83
657,421
202,527
6775,96
102,1422
5,1387
103,3588
498,444
2330,317
2974,17
103,6038
1920,604
12720,4066
418,10619
1555,104
503,4901
5397,35
676,4332
5883,17962
3440,477
3,1686
1545,40
6559,539
6275,623
1920,198
25,63
31,419
247,2719
1687,2048
2983,2518
8276,13387
100,9247
2397,2
161,6709
21758,1751
349,166
1087,51
159,848
90,662
18422,31
12,19627
633,364
1184,857
9123,26818
2028,1771
1135,1057
584,1789
13238,6709
5367,141
95,1313
161,7
2498,67
230,5654
25,2396
984,2543
14293,28
996,9935
103,1947
561,161
221,300
569,67
12240,9
1918,1689
1533,1175
760,1811
40,352
4835,194
149,1010
529,4192
378,1703
5850,15093
30,595
7693,1182
3966,3607
1023,30
41,80
8253,5844
20800,268
21860,2248
404,1668
260,1515
505,2229
1940,15831
3,22
12196,10802
29,616
24,3980
13,2474
8276,2
2067,793
436,6
8253,376
13579,11473
24221,133
1162,3234
16728,623
140,44
93,10005
6803,330
3871,462
2667,377
158,69
46,271
2,1
8276,4471
4191,2547
119,1357
1331,1182
5523,4
8398,11269
154,1117
673,1698
363,27662
66,257
219,2
4702,2205
2633,6862
504,67
1492,103
812,4131
15367,44
11,877
8276,276
34,1313
11714,4812
388,487
102,1940
5695,572
34,12146
745,20939
13579,3378
4210,2
2524,477
2812,41
1656,13
1058,24258
3983,690
1071,3980
51,1633
1599,1710
2624,1293
2041,3416
2937,1686
27,334
3983,1686
5447,1451
8364,928
371,7773
1221,240
13,945
3685,3925
2457,380
973,11269
3247,1889
47,18284
886,5
1080,8629
14154,2299
5367,18163
109,2311
1214,385
1590,16
3983,328
8276,83
2169,224
7931,45
4210,1318
12542,1232
2424,2153
2036,1679
1997,480
12304,4131
2,19498
11340,82
3245,11781
145,104
1246,1070
157,12545
554,10275
11,0
10,1803
1003,436
27219,38
575,28997
230,8726
706,7
11140,2183
25,2247
310,737
23288,4
3459,1318
572,0
2414,2556
1865,1493
2597,9306
299,830
6581,5748
1545,24757
311,2202
2038,26945
264,265
5154,22
25715,103
18,3499
13,253
2370,380
119,571
719,1893
1660,705
837,1693
155,14
1615,13385
10129,358
3796,7112
168,456
423,2183
2473,2472
706,8790
540,10465
1198,576
2105,292
7,4706
1810,13
460,114
28184,1217
802,39
2145,580
170,344
1315,788
4,197
3777,817
1773,1472
429,1927
22,1973
186,147
2025,456
5,83
6559,897
15456,1503
5797,1
767,2895
695,151
2153,790
1634,697
56,133
5397,19
586,3982
13,4131
3733,2232
47,14
21,43
18314,789
732,487
6794,371
9693,252
203,4133
6852,14
16105,4508
979,28350
9144,8240
561,38
6,6709
325,1800
17329,1863
521,39
15617,1825
14412,57
2,6071
1281,969
17,7834
18159,1065
27496,92
2660,6076
22397,219
102,344
10,422
8136,856
136,1846
9,8
10797,17
1259,240
6130,2371
146,16155
965,248
264,775
378,1182
1609,916
5782,1702
8276,16
6553,115
2270,47
11143,25
408,629
25,1
27,1
116,1756
1697,59
12,4423
1140,5450
5,16356
59,557
391,147
8276,8429
2169,270
2612,5931
92,127
533,4
107,9101
1621,4747
3983,792
141,576
578,106
17,7171
56,114
316,11661
750,269
431,61
2296,133
1783,809
2642,4955
214,24258
596,265
121,2367
2,14966
521,270
183,17816
30590,13
16056,511
13,23454
166,6709
29568,528
780,483
163,884
466,87
12720,13375
264,4766
40,30
92,408
6822,1117
2597,35
3821,29162
2678,48
2267,2853
4498,10691
111,66
399,1299
822,2448
2849,4324
2629,42
792,15197
6,19688
21,2
4014,6953
25591,1649
78,14712
205,2580
1761,163
15,2375
3296,113
26509,36
263,1424
8715,4207
451,130
658,659
1111,83
3031,2412
202,172
2316,3425
4437,6425
17800,61
5448,15615
6535,380
5373,1318
219,1261
7,12
2330,1248
399,1015
150,1509
7051,119
135,1941
23,9851
47,5169
1630,2170
38,113
3706,8429
585,201
1074,358
484,14
17663,6731
446,3807
4458,2378
8925,6417
2040,35
5,21
8276,1393
16529,7493
1695,1082
56,399
26307,12353
66,13
102,2496
5,131
217,6891
361,638
3218,376
3934,2048
2678,216
20,65
235,1756
356,1217
278,3682
10234,208
1435,4620
3230,1554
2123,14647
102,3939
407,313
6,405
5262,0
24,49
7461,59
1125,868
151,9023
12666,5056
389,4779
1404,214
7683,1
326,14720
9509,630
4142,161
4148,1863
404,4261
316,6709
1722,2470
3235,27662
2041,810
871,1965
11515,1
4113,57
14833,398
13,1008
31,347
380,712
230,2803
237,44
24801,42
502,32
2021,419
163,207
196,6709
2763,625
6559,1925
8925,13090
1364,6709
380,539
2173,2120
1471,38
936,352
5,266
